Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Customers[Occupation],Customers[House Owner],Customers[Number of Cars Owned],Customers[Customer Type],Customers[Company Name],Customers[Country],Customers[State]
"14567","Navarro, Kristine","26-09-1977 00:00:00","M","F","20000","0","0","Partial College","Manual","1","0","Person","","Australia","New South Wales"
"15022","Gutierrez, Meghan","28-07-1969 00:00:00","S","F","100000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"17205","Xu, Peter","02-10-1969 00:00:00","M","M","100000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"17312","Raje, Terry","08-02-1967 00:00:00","S","M","100000","0","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"18181","Gomez, Erik","05-04-1969 00:00:00","M","M","100000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"18297","Luo, Nichole","20-11-1966 00:00:00","S","F","110000","0","0","Graduate Degree","Management","0","3","Person","","Australia","New South Wales"
"18466","Gill, Roy","19-06-1977 00:00:00","S","M","20000","0","0","Partial College","Manual","1","0","Person","","Australia","New South Wales"
"368","Nara, Calvin","22-02-1979 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"1245","Huang, Amy","22-11-1980 00:00:00","M","F","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"1248","Raman, Brandy","18-10-1979 00:00:00","S","F","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"1250","Cai, Jessie","16-09-1978 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"1588","Travers, Danny","20-08-1978 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"2525","Blanco, Cheryl","11-08-1978 00:00:00","M","F","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"2526","Van, Cassandra","09-02-1978 00:00:00","M","F","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"3130","Martinez, Monica","18-10-1979 00:00:00","M","F","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"3131","Serrano, Rebekah","14-03-1979 00:00:00","M","F","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"3132","Navarro, Javier","16-08-1978 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"3323","Thomas, Sydney","10-07-1958 00:00:00","S","F","90000","2","0","Bachelors","Management","1","1","Person","","Australia","New South Wales"
"4037","She, Derek","23-08-1979 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"4038","Raji, Jaime","23-08-1979 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"4039","Yang, Cedric","12-07-1978 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"4235","Moreno, Kathleen","25-07-1958 00:00:00","S","F","100000","4","0","Bachelors","Management","1","1","Person","","Australia","New South Wales"
"4646","Gill, Javier","12-03-1979 00:00:00","M","M","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"5526","Liang, Martha","25-05-1978 00:00:00","M","F","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"5528","Arun, Cory","20-06-1978 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"5530","Gutierrez, Jonathon","28-07-1977 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"5709","Sanz, Kellie","11-10-1958 00:00:00","S","F","90000","2","0","Bachelors","Management","0","1","Person","","Australia","New South Wales"
"6733","Rodriguez, Allen","18-08-1979 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"6734","Gill, Alberto","27-08-1979 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"6919","Zeng, Suzanne","12-10-1978 00:00:00","M","F","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"6921","Yuan, Bradley","16-03-1978 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"6923","Schmidt, Shane","16-03-1978 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"6926","Raji, Bradley","20-09-1977 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"6927","Ramos, Carolyn","04-11-1977 00:00:00","M","F","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"7304","Serrano, Shannon","10-07-1958 00:00:00","S","M","90000","2","0","Bachelors","Management","0","1","Person","","Australia","New South Wales"
"8272","Fernandez, Kristopher","15-05-1978 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"8624","Tang, Cristina","10-11-1958 00:00:00","M","F","100000","4","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"9160","Zhu, Ernest","04-06-1979 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"9817","Ross, Connor","12-07-1980 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"9820","Madan, Raymond","21-02-1979 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"9986","Liu, Autumn","17-01-1980 00:00:00","M","F","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"9998","Ashe, Joanna","10-07-1979 00:00:00","M","F","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"10001","Perez, Geoffrey","26-03-1978 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"11412","He, Amy","05-11-1978 00:00:00","S","F","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"11577","Xu, Tony","24-12-1980 00:00:00","S","M","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"11578","Sai, Bryant","02-06-1980 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"11582","Vazquez, Theresa","20-08-1979 00:00:00","M","F","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"13007","Deng, Peter","04-10-1979 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"13008","Huang, Randy","27-03-1979 00:00:00","S","M","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"13009","Munoz, Monique","17-01-1979 00:00:00","M","F","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"13178","Gill, Gina","04-02-1977 00:00:00","S","F","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"13305","Serrano, Beth","25-05-1958 00:00:00","S","F","100000","1","0","Bachelors","Management","0","3","Person","","Australia","New South Wales"
"14243","Hu, Susan","21-04-1958 00:00:00","S","F","90000","2","0","Bachelors","Management","0","1","Person","","Australia","New South Wales"
"14560","Sanchez, Troy","10-09-1980 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"14563","Sharma, Bonnie","09-10-1979 00:00:00","M","F","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"14564","Serrano, Natasha","28-04-1978 00:00:00","S","F","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"14711","Gill, Diana","21-11-1979 00:00:00","M","F","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"14715","Gutierrez, Darren","03-09-1978 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"14716","Sara, Tabitha","21-07-1978 00:00:00","S","F","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"14717","Gao, Edwin","25-11-1978 00:00:00","S","M","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"14718","Guo, Ernest","18-03-1978 00:00:00","M","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"16516","Becker, Keith","12-03-1958 00:00:00","S","M","100000","1","0","Bachelors","Management","0","3","Person","","Australia","New South Wales"
"16864","Ruiz, Carolyn","25-07-1980 00:00:00","M","F","20000","0","0","Bachelors","Clerical","0","0","Person","","Australia","New South Wales"
"16865","Luo, Shaun","23-05-1980 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"16874","Xu, Dawn","03-04-1978 00:00:00","M","F","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"16875","Zhao, Randy","18-06-1978 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"17138","Lopez, Kristi","27-09-1958 00:00:00","S","F","100000","1","0","Bachelors","Management","0","3","Person","","Australia","New South Wales"
"17488","Gill, Gerald","03-10-1978 00:00:00","S","M","20000","0","0","Bachelors","Clerical","1","0","Person","","Australia","New South Wales"
"18120","Oliver, Lee","13-10-1958 00:00:00","S","M","100000","1","0","Bachelors","Management","0","3","Person","","Australia","New South Wales"
"18319","Perez, Edgar","18-11-1958 00:00:00","M","M","100000","4","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"121","Jiménez, Beth","09-08-1936 00:00:00","S","F","40000","2","0","Bachelors","Management","1","1","Person","","Australia","New South Wales"
"147","Goel, Karla","26-08-1939 00:00:00","S","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"1039","Vance, George","10-08-1943 00:00:00","S","M","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"2039","Pais, Wilson","01-02-1950 00:00:00","M","M","40000","2","0","Bachelors","Management","0","2","Person","","Australia","New South Wales"
"2142","Hernandez, Walter","08-10-1953 00:00:00","M","M","40000","2","0","Bachelors","Management","1","1","Person","","Australia","New South Wales"
"2159","Xu, Casey","14-03-1941 00:00:00","M","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"3100","Lin, Rafael","24-11-1939 00:00:00","M","M","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"3102","Lal, Franklin","11-09-1942 00:00:00","M","M","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"3104","Blanco, Monique","06-10-1943 00:00:00","S","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"3347","Perez, Evelyn","01-06-1941 00:00:00","S","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"3348","Goel, Tara","17-05-1941 00:00:00","S","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"4241","Navarro, Monique","07-10-1953 00:00:00","M","F","40000","2","0","Bachelors","Management","1","1","Person","","Australia","New South Wales"
"4242","Madan, Geoffrey","27-05-1953 00:00:00","M","M","40000","2","0","Bachelors","Management","1","1","Person","","Australia","New South Wales"
"4243","Suarez, Neil","22-08-1953 00:00:00","M","M","40000","2","0","Bachelors","Management","1","1","Person","","Australia","New South Wales"
"4262","Torres, Carolyn","21-12-1939 00:00:00","M","F","40000","2","0","Bachelors","Management","0","2","Person","","Australia","New South Wales"
"4266","Malhotra, Kristopher","18-08-1940 00:00:00","S","M","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"4267","Suarez, Briana","10-04-1941 00:00:00","M","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"4831","Alonso, Naomi","14-02-1940 00:00:00","M","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"4832","He, Omar","14-02-1940 00:00:00","M","M","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"5734","Srini, Douglas","06-09-1938 00:00:00","M","M","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"5735","Martinez, Emma","23-03-1938 00:00:00","S","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"5740","Weber, Cory","27-06-1939 00:00:00","M","M","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"5742","Xu, Alan","07-09-1940 00:00:00","M","M","40000","2","0","Bachelors","Management","0","2","Person","","Australia","New South Wales"
"5743","Pal, Mitchell","12-11-1940 00:00:00","M","M","40000","2","0","Bachelors","Management","0","2","Person","","Australia","New South Wales"
"5744","Stewart, Ariana","20-05-1942 00:00:00","M","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"5745","Guo, Lacey","15-06-1942 00:00:00","M","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"6351","Dominguez, Ebony","14-03-1939 00:00:00","S","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
"7327","Srini, Jay","22-12-1938 00:00:00","M","M","40000","2","0","Bachelors","Management","0","2","Person","","Australia","New South Wales"
"7337","Gonzalez, Carla","09-01-1942 00:00:00","M","F","40000","2","0","Bachelors","Management","1","2","Person","","Australia","New South Wales"
